"특성별(1)","특성별(2)","경험및변화별(1)",경험및변화별(2),품목군별(1),2022,2023,2024
"가구주 직업","서비스/판매직","구입 변화",약간 감소 (%),즉석 국류/찌개/탕류,13.3,23.4,21.9
"가구주 직업","서비스/판매직","구입 변화",약간 감소 (%),죽/스프류,21.1,29.4,22.2
"가구주 직업","서비스/판매직","구입 변화",약간 감소 (%),만두/피자류,11.1,12.0,13.4
"가구주 직업","서비스/판매직","구입 변화",약간 감소 (%),육류,17.0,21.9,22.6
"가구주 직업","서비스/판매직","구입 변화",약간 감소 (%),수산물,23.7,24.4,18.9
"가구주 직업","서비스/판매직","구입 변화",약간 감소 (%),소스/양념류,19.3,24.0,23.6
"가구주 직업","서비스/판매직","구입 변화",약간 감소 (%),즉석 떡볶이/면류,17.0,18.4,23.5
"가구주 직업","서비스/판매직","구입 변화",비슷 (%),즉석 밥류,58.2,60.8,57.9
"가구주 직업","서비스/판매직","구입 변화",비슷 (%),즉석 국류/찌개/탕류,54.0,44.8,44.2
"가구주 직업","서비스/판매직","구입 변화",비슷 (%),죽/스프류,56.5,48.4,48.9
"가구주 직업","서비스/판매직","구입 변화",비슷 (%),만두/피자류,53.5,58.3,52.1
"가구주 직업","서비스/판매직","구입 변화",비슷 (%),육류,58.7,54.3,49.7
"가구주 직업","서비스/판매직","구입 변화",비슷 (%),수산물,54.6,47.0,52.1
"가구주 직업","서비스/판매직","구입 변화",비슷 (%),소스/양념류,58.3,54.3,53.1
"가구주 직업","서비스/판매직","구입 변화",비슷 (%),즉석 떡볶이/면류,59.0,58.1,51.2
"가구주 직업","서비스/판매직","구입 변화",약간 증가 (%),즉석 밥류,27.5,20.1,18.0
"가구주 직업","서비스/판매직","구입 변화",약간 증가 (%),즉석 국류/찌개/탕류,28.6,25.4,22.7
"가구주 직업","서비스/판매직","구입 변화",약간 증가 (%),죽/스프류,11.1,8.9,9.8
"가구주 직업","서비스/판매직","구입 변화",약간 증가 (%),만두/피자류,31.4,24.5,29.5
"가구주 직업","서비스/판매직","구입 변화",약간 증가 (%),육류,14.5,10.4,11.1
"가구주 직업","서비스/판매직","구입 변화",약간 증가 (%),수산물,11.8,17.2,11.5
"가구주 직업","서비스/판매직","구입 변화",약간 증가 (%),소스/양념류,16.5,11.9,14.1
"가구주 직업","서비스/판매직","구입 변화",약간 증가 (%),즉석 떡볶이/면류,17.7,18.6,14.9
"가구주 직업","서비스/판매직","구입 변화",매우 증가 (%),즉석 밥류,1.0,0.0,1.5
"가구주 직업","서비스/판매직","구입 변화",매우 증가 (%),즉석 국류/찌개/탕류,0.5,0.3,3.4
"가구주 직업","서비스/판매직","구입 변화",매우 증가 (%),죽/스프류,1.2,0.0,0.6
"가구주 직업","서비스/판매직","구입 변화",매우 증가 (%),만두/피자류,1.0,1.5,1.1
"가구주 직업","서비스/판매직","구입 변화",매우 증가 (%),육류,0.7,0.7,2.1
"가구주 직업","서비스/판매직","구입 변화",매우 증가 (%),수산물,0.0,0.5,0.9
"가구주 직업","서비스/판매직","구입 변화",매우 증가 (%),소스/양념류,0.0,0.6,0.5
"가구주 직업","서비스/판매직","구입 변화",매우 증가 (%),즉석 떡볶이/면류,1.8,0.5,1.3
"가구주 직업","서비스/판매직","구입 변화",평균 (점),즉석 밥류,3.12,2.96,2.93
"가구주 직업","서비스/판매직","구입 변화",평균 (점),즉석 국류/찌개/탕류,3.09,2.90,2.92
"가구주 직업","서비스/판매직","구입 변화",평균 (점),죽/스프류,2.72,2.53,2.52
"가구주 직업","서비스/판매직","구입 변화",평균 (점),만두/피자류,3.16,3.08,3.10
"가구주 직업","서비스/판매직","구입 변화",평균 (점),육류,2.81,2.65,2.64
"가구주 직업","서비스/판매직","구입 변화",평균 (점),수산물,2.68,2.72,2.61
"가구주 직업","서비스/판매직","구입 변화",평균 (점),소스/양념류,2.85,2.71,2.74
"가구주 직업","서비스/판매직","구입 변화",평균 (점),즉석 떡볶이/면류,2.96,2.92,2.76
"가구주 직업","기계/농림어업/단순노무","구입 경험 (%)",구입 없음,즉석 밥류,22.6,24.5,17.8
"가구주 직업","기계/농림어업/단순노무","구입 경험 (%)",구입 없음,즉석 국류/찌개/탕류,25.5,30.0,16.7
"가구주 직업","기계/농림어업/단순노무","구입 경험 (%)",구입 없음,죽/스프류,42.5,52.5,33.6
"가구주 직업","기계/농림어업/단순노무","구입 경험 (%)",구입 없음,만두/피자류,7.2,12.0,7.5
"가구주 직업","기계/농림어업/단순노무","구입 경험 (%)",구입 없음,육류,27.4,40.6,24.9
"가구주 직업","기계/농림어업/단순노무","구입 경험 (%)",구입 없음,수산물,41.6,48.3,32.5
"가구주 직업","기계/농림어업/단순노무","구입 경험 (%)",구입 없음,소스/양념류,16.9,26.4,14.3
"가구주 직업","기계/농림어업/단순노무","구입 경험 (%)",구입 없음,즉석 떡볶이/면류,25.9,28.7,18.0
"가구주 직업","기계/농림어업/단순노무","구입 경험 (%)",구입 있음,즉석 밥류,77.4,75.5,82.2
"가구주 직업","기계/농림어업/단순노무","구입 경험 (%)",구입 있음,즉석 국류/찌개/탕류,74.5,70.0,83.3
"가구주 직업","기계/농림어업/단순노무","구입 경험 (%)",구입 있음,죽/스프류,57.5,47.5,66.4
"가구주 직업","기계/농림어업/단순노무","구입 경험 (%)",구입 있음,만두/피자류,92.8,88.0,92.5
"가구주 직업","기계/농림어업/단순노무","구입 경험 (%)",구입 있음,육류,72.6,59.4,75.1
"가구주 직업","기계/농림어업/단순노무","구입 경험 (%)",구입 있음,수산물,58.4,51.7,67.5
"가구주 직업","기계/농림어업/단순노무","구입 경험 (%)",구입 있음,소스/양념류,83.1,73.6,85.7
"가구주 직업","기계/농림어업/단순노무","구입 경험 (%)",구입 있음,즉석 떡볶이/면류,74.1,71.3,82.0
"가구주 직업","기계/농림어업/단순노무","구입 변화",매우 감소 (%),즉석 밥류,7.1,6.0,6.0
"가구주 직업","기계/농림어업/단순노무","구입 변화",매우 감소 (%),즉석 국류/찌개/탕류,7.2,9.0,6.5
"가구주 직업","기계/농림어업/단순노무","구입 변화",매우 감소 (%),죽/스프류,11.3,18.3,11.6
"가구주 직업","기계/농림어업/단순노무","구입 변화",매우 감소 (%),만두/피자류,5.5,5.5,3.2
"가구주 직업","기계/농림어업/단순노무","구입 변화",매우 감소 (%),육류,12.1,17.7,11.8
"가구주 직업","기계/농림어업/단순노무","구입 변화",매우 감소 (%),수산물,10.3,19.3,10.6
"가구주 직업","기계/농림어업/단순노무","구입 변화",매우 감소 (%),소스/양념류,6.1,13.0,7.7
"가구주 직업","기계/농림어업/단순노무","구입 변화",매우 감소 (%),즉석 떡볶이/면류,9.6,11.4,4.1
"가구주 직업","기계/농림어업/단순노무","구입 변화",약간 감소 (%),즉석 밥류,7.6,14.9,11.4
"가구주 직업","기계/농림어업/단순노무","구입 변화",약간 감소 (%),즉석 국류/찌개/탕류,13.3,24.7,16.7
"가구주 직업","기계/농림어업/단순노무","구입 변화",약간 감소 (%),죽/스프류,22.9,29.2,23.3
"가구주 직업","기계/농림어업/단순노무","구입 변화",약간 감소 (%),만두/피자류,14.6,16.6,12.6
"가구주 직업","기계/농림어업/단순노무","구입 변화",약간 감소 (%),육류,20.4,28.8,18.7
"가구주 직업","기계/농림어업/단순노무","구입 변화",약간 감소 (%),수산물,21.9,28.4,19.3
"가구주 직업","기계/농림어업/단순노무","구입 변화",약간 감소 (%),소스/양념류,17.1,22.7,20.0
"가구주 직업","기계/농림어업/단순노무","구입 변화",약간 감소 (%),즉석 떡볶이/면류,16.6,21.2,19.9
"가구주 직업","기계/농림어업/단순노무","구입 변화",비슷 (%),즉석 밥류,70.8,61.1,61.2
"가구주 직업","기계/농림어업/단순노무","구입 변화",비슷 (%),즉석 국류/찌개/탕류,55.3,49.2,43.4
"가구주 직업","기계/농림어업/단순노무","구입 변화",비슷 (%),죽/스프류,54.2,43.2,54.6
"가구주 직업","기계/농림어업/단순노무","구입 변화",비슷 (%),만두/피자류,55.4,56.9,51.0
"가구주 직업","기계/농림어업/단순노무","구입 변화",비슷 (%),육류,56.3,44.5,50.4
"가구주 직업","기계/농림어업/단순노무","구입 변화",비슷 (%),수산물,53.7,40.7,52.5
"가구주 직업","기계/농림어업/단순노무","구입 변화",비슷 (%),소스/양념류,60.3,55.2,55.0
"가구주 직업","기계/농림어업/단순노무","구입 변화",비슷 (%),즉석 떡볶이/면류,57.5,53.5,56.8
"가구주 직업","기계/농림어업/단순노무","구입 변화",약간 증가 (%),즉석 밥류,14.3,17.8,19.8
"가구주 직업","기계/농림어업/단순노무","구입 변화",약간 증가 (%),즉석 국류/찌개/탕류,23.9,16.8,29.4
"가구주 직업","기계/농림어업/단순노무","구입 변화",약간 증가 (%),죽/스프류,11.6,9.0,10.0
"가구주 직업","기계/농림어업/단순노무","구입 변화",약간 증가 (%),만두/피자류,23.5,19.9,31.2
"가구주 직업","기계/농림어업/단순노무","구입 변화",약간 증가 (%),육류,10.8,8.4,16.1
"가구주 직업","기계/농림어업/단순노무","구입 변화",약간 증가 (%),수산물,12.5,11.6,16.2
"가구주 직업","기계/농림어업/단순노무","구입 변화",약간 증가 (%),소스/양념류,15.8,9.0,15.6
"가구주 직업","기계/농림어업/단순노무","구입 변화",약간 증가 (%),즉석 떡볶이/면류,16.0,14.0,18.6
"가구주 직업","기계/농림어업/단순노무","구입 변화",매우 증가 (%),즉석 밥류,0.2,0.3,1.5
"가구주 직업","기계/농림어업/단순노무","구입 변화",매우 증가 (%),즉석 국류/찌개/탕류,0.3,0.2,4.0
"가구주 직업","기계/농림어업/단순노무","구입 변화",매우 증가 (%),죽/스프류,0.0,0.2,0.6
"가구주 직업","기계/농림어업/단순노무","구입 변화",매우 증가 (%),만두/피자류,1.1,1.0,1.9
"가구주 직업","기계/농림어업/단순노무","구입 변화",매우 증가 (%),육류,0.4,0.6,3.0
"가구주 직업","기계/농림어업/단순노무","구입 변화",매우 증가 (%),수산물,1.5,0.0,1.5
"가구주 직업","기계/농림어업/단순노무","구입 변화",매우 증가 (%),소스/양념류,0.6,0.0,1.7
"가구주 직업","기계/농림어업/단순노무","구입 변화",매우 증가 (%),즉석 떡볶이/면류,0.3,0.0,0.6
"가구주 직업","기계/농림어업/단순노무","구입 변화",평균 (점),즉석 밥류,2.93,2.92,2.99
"가구주 직업","기계/농림어업/단순노무","구입 변화",평균 (점),즉석 국류/찌개/탕류,2.97,2.75,3.08
"가구주 직업","기계/농림어업/단순노무","구입 변화",평균 (점),죽/스프류,2.66,2.44,2.65
"가구주 직업","기계/농림어업/단순노무","구입 변화",평균 (점),만두/피자류,3.00,2.94,3.16
"가구주 직업","기계/농림어업/단순노무","구입 변화",평균 (점),육류,2.67,2.45,2.80
"가구주 직업","기계/농림어업/단순노무","구입 변화",평균 (점),수산물,2.73,2.45,2.79
"가구주 직업","기계/농림어업/단순노무","구입 변화",평균 (점),소스/양념류,2.88,2.60,2.84
"가구주 직업","기계/농림어업/단순노무","구입 변화",평균 (점),즉석 떡볶이/면류,2.81,2.70,2.92
"가구주 직업","기타","구입 경험 (%)",구입 없음,즉석 밥류,20.1,35.9,33.4
"가구주 직업","기타","구입 경험 (%)",구입 없음,즉석 국류/찌개/탕류,18.4,32.3,29.0
"가구주 직업","기타","구입 경험 (%)",구입 없음,죽/스프류,32.7,49.2,51.4
"가구주 직업","기타","구입 경험 (%)",구입 없음,만두/피자류,6.7,13.9,9.6
"가구주 직업","기타","구입 경험 (%)",구입 없음,육류,21.4,53.2,44.6
"가구주 직업","기타","구입 경험 (%)",구입 없음,수산물,34.8,52.5,46.4
"가구주 직업","기타","구입 경험 (%)",구입 없음,소스/양념류,16.2,38.7,36.5
"가구주 직업","기타","구입 경험 (%)",구입 없음,즉석 떡볶이/면류,25.9,32.2,39.6
"가구주 직업","기타","구입 경험 (%)",구입 있음,즉석 밥류,79.9,64.1,66.6
"가구주 직업","기타","구입 경험 (%)",구입 있음,즉석 국류/찌개/탕류,81.6,67.7,71.0
"가구주 직업","기타","구입 경험 (%)",구입 있음,죽/스프류,67.3,50.8,48.6
"가구주 직업","기타","구입 경험 (%)",구입 있음,만두/피자류,93.3,86.1,90.4
"가구주 직업","기타","구입 경험 (%)",구입 있음,육류,78.6,46.8,55.4
"가구주 직업","기타","구입 경험 (%)",구입 있음,수산물,65.2,47.5,53.6
"가구주 직업","기타","구입 경험 (%)",구입 있음,소스/양념류,83.8,61.3,63.5
"가구주 직업","기타","구입 경험 (%)",구입 있음,즉석 떡볶이/면류,74.1,67.8,60.4
"가구주 직업","기타","구입 변화",매우 감소 (%),즉석 밥류,1.9,5.0,4.0
"가구주 직업","기타","구입 변화",매우 감소 (%),즉석 국류/찌개/탕류,3.4,8.9,6.7
"가구주 직업","기타","구입 변화",매우 감소 (%),죽/스프류,13.8,14.5,6.5
"가구주 직업","기타","구입 변화",매우 감소 (%),만두/피자류,1.1,6.4,6.2
"가구주 직업","기타","구입 변화",매우 감소 (%),육류,4.8,13.7,6.8
"가구주 직업","기타","구입 변화",매우 감소 (%),수산물,9.5,13.5,6.4
"가구주 직업","기타","구입 변화",매우 감소 (%),소스/양념류,9.9,8.5,8.5
"가구주 직업","기타","구입 변화",매우 감소 (%),즉석 떡볶이/면류,6.9,6.0,4.0
"가구주 직업","기타","구입 변화",약간 감소 (%),즉석 밥류,7.0,9.0,12.1
"가구주 직업","기타","구입 변화",약간 감소 (%),즉석 국류/찌개/탕류,14.0,20.8,19.3
"가구주 직업","기타","구입 변화",약간 감소 (%),죽/스프류,22.4,29.1,16.6
"가구주 직업","기타","구입 변화",약간 감소 (%),만두/피자류,16.4,12.6,9.1
"가구주 직업","기타","구입 변화",약간 감소 (%),육류,22.5,28.7,21.3
"가구주 직업","기타","구입 변화",약간 감소 (%),수산물,22.3,23.4,25.7
"가구주 직업","기타","구입 변화",약간 감소 (%),소스/양념류,26.3,16.4,29.4
"가구주 직업","기타","구입 변화",약간 감소 (%),즉석 떡볶이/면류,14.9,14.3,25.1
"가구주 직업","기타","구입 변화",비슷 (%),즉석 밥류,61.6,71.6,61.0
"가구주 직업","기타","구입 변화",비슷 (%),즉석 국류/찌개/탕류,53.6,51.6,47.7
"가구주 직업","기타","구입 변화",비슷 (%),죽/스프류,47.1,44.6,72.4
"가구주 직업","기타","구입 변화",비슷 (%),만두/피자류,61.6,57.8,71.6
"가구주 직업","기타","구입 변화",비슷 (%),육류,60.0,54.7,64.4
"가구주 직업","기타","구입 변화",비슷 (%),수산물,51.9,55.2,53.2
"가구주 직업","기타","구입 변화",비슷 (%),소스/양념류,51.9,62.3,55.2
"가구주 직업","기타","구입 변화",비슷 (%),즉석 떡볶이/면류,58.9,67.4,60.5
"가구주 직업","기타","구입 변화",약간 증가 (%),즉석 밥류,29.5,14.3,22.9
"가구주 직업","기타","구입 변화",약간 증가 (%),즉석 국류/찌개/탕류,27.6,18.7,24.4
"가구주 직업","기타","구입 변화",약간 증가 (%),죽/스프류,16.8,11.8,4.5
"가구주 직업","기타","구입 변화",약간 증가 (%),만두/피자류,20.9,23.2,13.1
"가구주 직업","기타","구입 변화",약간 증가 (%),육류,12.8,2.9,7.4
"가구주 직업","기타","구입 변화",약간 증가 (%),수산물,16.2,7.8,14.8
"가구주 직업","기타","구입 변화",약간 증가 (%),소스/양념류,10.4,12.8,4.8
"가구주 직업","기타","구입 변화",약간 증가 (%),즉석 떡볶이/면류,19.3,12.3,10.4
"가구주 직업","기타","구입 변화",매우 증가 (%),즉석 밥류,0.0,0.0,0.0
"가구주 직업","기타","구입 변화",매우 증가 (%),즉석 국류/찌개/탕류,1.5,0.0,1.9
"가구주 직업","기타","구입 변화",매우 증가 (%),죽/스프류,0.0,0.0,0.0
"가구주 직업","기타","구입 변화",매우 증가 (%),만두/피자류,0.0,0.0,0.0
"가구주 직업","기타","구입 변화",매우 증가 (%),육류,0.0,0.0,0.0
"가구주 직업","기타","구입 변화",매우 증가 (%),수산물,0.0,0.0,0.0
"가구주 직업","기타","구입 변화",매우 증가 (%),소스/양념류,1.4,0.0,2.1
"가구주 직업","기타","구입 변화",매우 증가 (%),즉석 떡볶이/면류,0.0,0.0,0.0
"가구주 직업","기타","구입 변화",평균 (점),즉석 밥류,3.19,2.95,3.03
"가구주 직업","기타","구입 변화",평균 (점),즉석 국류/찌개/탕류,3.10,2.80,2.95
"가구주 직업","기타","구입 변화",평균 (점),죽/스프류,2.67,2.54,2.75
"가구주 직업","기타","구입 변화",평균 (점),만두/피자류,3.02,2.98,2.91
"가구주 직업","기타","구입 변화",평균 (점),육류,2.81,2.47,2.72
"가구주 직업","기타","구입 변화",평균 (점),수산물,2.75,2.57,2.76
"가구주 직업","기타","구입 변화",평균 (점),소스/양념류,2.67,2.79,2.63
"가구주 직업","기타","구입 변화",평균 (점),즉석 떡볶이/면류,2.91,2.86,2.77
"월평균가구소득","200만원 미만","구입 경험 (%)",구입 없음,즉석 밥류,29.6,40.0,45.1
"월평균가구소득","200만원 미만","구입 경험 (%)",구입 없음,즉석 국류/찌개/탕류,36.7,43.1,37.2
"월평균가구소득","200만원 미만","구입 경험 (%)",구입 없음,죽/스프류,48.1,53.0,53.5
"월평균가구소득","200만원 미만","구입 경험 (%)",구입 없음,만두/피자류,13.4,26.2,19.7
"월평균가구소득","200만원 미만","구입 경험 (%)",구입 없음,육류,33.9,53.3,44.6
"월평균가구소득","200만원 미만","구입 경험 (%)",구입 없음,수산물,56.9,62.6,53.6
"월평균가구소득","200만원 미만","구입 경험 (%)",구입 없음,소스/양념류,27.5,42.9,41.2
"월평균가구소득","200만원 미만","구입 경험 (%)",구입 없음,즉석 떡볶이/면류,41.9,42.0,45.4
"월평균가구소득","200만원 미만","구입 경험 (%)",구입 있음,즉석 밥류,70.4,60.0,54.9
"월평균가구소득","200만원 미만","구입 경험 (%)",구입 있음,즉석 국류/찌개/탕류,63.3,56.9,62.8
"월평균가구소득","200만원 미만","구입 경험 (%)",구입 있음,죽/스프류,51.9,47.0,46.5
"월평균가구소득","200만원 미만","구입 경험 (%)",구입 있음,만두/피자류,86.6,73.8,80.3
"월평균가구소득","200만원 미만","구입 경험 (%)",구입 있음,육류,66.1,46.7,55.4
"월평균가구소득","200만원 미만","구입 경험 (%)",구입 있음,수산물,43.1,37.4,46.4
"월평균가구소득","200만원 미만","구입 경험 (%)",구입 있음,소스/양념류,72.5,57.1,58.8
"월평균가구소득","200만원 미만","구입 경험 (%)",구입 있음,즉석 떡볶이/면류,58.1,58.0,54.6
"월평균가구소득","200만원 미만","구입 변화",매우 감소 (%),즉석 밥류,3.0,5.2,7.3
"월평균가구소득","200만원 미만","구입 변화",매우 감소 (%),즉석 국류/찌개/탕류,7.3,8.8,7.8
"월평균가구소득","200만원 미만","구입 변화",매우 감소 (%),죽/스프류,7.4,11.2,9.1
"월평균가구소득","200만원 미만","구입 변화",매우 감소 (%),만두/피자류,5.2,5.3,3.7
"월평균가구소득","200만원 미만","구입 변화",매우 감소 (%),육류,7.5,13.4,6.5
"월평균가구소득","200만원 미만","구입 변화",매우 감소 (%),수산물,3.6,13.8,7.3
"월평균가구소득","200만원 미만","구입 변화",매우 감소 (%),소스/양념류,3.8,7.7,5.8
"월평균가구소득","200만원 미만","구입 변화",매우 감소 (%),즉석 떡볶이/면류,2.0,4.7,3.8
"월평균가구소득","200만원 미만","구입 변화",약간 감소 (%),즉석 밥류,4.4,11.8,20.8
"월평균가구소득","200만원 미만","구입 변화",약간 감소 (%),즉석 국류/찌개/탕류,9.3,21.7,20.6
"월평균가구소득","200만원 미만","구입 변화",약간 감소 (%),죽/스프류,12.0,29.9,22.1
"월평균가구소득","200만원 미만","구입 변화",약간 감소 (%),만두/피자류,7.8,14.3,12.0
"월평균가구소득","200만원 미만","구입 변화",약간 감소 (%),육류,10.9,23.5,27.2
"월평균가구소득","200만원 미만","구입 변화",약간 감소 (%),수산물,15.4,20.8,23.1
"월평균가구소득","200만원 미만","구입 변화",약간 감소 (%),소스/양념류,10.9,22.5,23.8
"월평균가구소득","200만원 미만","구입 변화",약간 감소 (%),즉석 떡볶이/면류,13.9,18.4,25.5
"월평균가구소득","200만원 미만","구입 변화",비슷 (%),즉석 밥류,68.3,71.1,58.8
"월평균가구소득","200만원 미만","구입 변화",비슷 (%),즉석 국류/찌개/탕류,61.8,49.1,50.4
"월평균가구소득","200만원 미만","구입 변화",비슷 (%),죽/스프류,58.9,52.0,63.7
"월평균가구소득","200만원 미만","구입 변화",비슷 (%),만두/피자류,60.6,62.9,62.6
"월평균가구소득","200만원 미만","구입 변화",비슷 (%),육류,68.8,51.1,62.4
"월평균가구소득","200만원 미만","구입 변화",비슷 (%),수산물,58.7,52.9,60.1
"월평균가구소득","200만원 미만","구입 변화",비슷 (%),소스/양념류,73.2,63.1,60.8
"월평균가구소득","200만원 미만","구입 변화",비슷 (%),즉석 떡볶이/면류,72.8,65.2,59.7
"월평균가구소득","200만원 미만","구입 변화",약간 증가 (%),즉석 밥류,24.3,12.0,13.1
"월평균가구소득","200만원 미만","구입 변화",약간 증가 (%),즉석 국류/찌개/탕류,20.8,20.4,21.2
"월평균가구소득","200만원 미만","구입 변화",약간 증가 (%),죽/스프류,21.8,7.0,2.5
"월평균가구소득","200만원 미만","구입 변화",약간 증가 (%),만두/피자류,22.7,17.5,21.7
"월평균가구소득","200만원 미만","구입 변화",약간 증가 (%),육류,12.0,11.9,3.9
"월평균가구소득","200만원 미만","구입 변화",약간 증가 (%),수산물,21.1,12.4,9.4
"월평균가구소득","200만원 미만","구입 변화",약간 증가 (%),소스/양념류,11.2,6.8,9.6
"월평균가구소득","200만원 미만","구입 변화",약간 증가 (%),즉석 떡볶이/면류,11.2,11.6,10.9
"월평균가구소득","200만원 미만","구입 변화",매우 증가 (%),즉석 밥류,0.0,0.0,0.0
"월평균가구소득","200만원 미만","구입 변화",매우 증가 (%),즉석 국류/찌개/탕류,0.8,0.0,0.0
"월평균가구소득","200만원 미만","구입 변화",매우 증가 (%),죽/스프류,0.0,0.0,2.6
"월평균가구소득","200만원 미만","구입 변화",매우 증가 (%),만두/피자류,3.6,0.0,0.0
"월평균가구소득","200만원 미만","구입 변화",매우 증가 (%),육류,0.9,0.0,0.0
"월평균가구소득","200만원 미만","구입 변화",매우 증가 (%),수산물,1.2,0.0,0.0
"월평균가구소득","200만원 미만","구입 변화",매우 증가 (%),소스/양념류,0.9,0.0,0.0
"월평균가구소득","200만원 미만","구입 변화",매우 증가 (%),즉석 떡볶이/면류,0.0,0.0,0.0
"월평균가구소득","200만원 미만","구입 변화",평균 (점),즉석 밥류,3.14,2.90,2.78
"월평균가구소득","200만원 미만","구입 변화",평균 (점),즉석 국류/찌개/탕류,2.99,2.81,2.85
"월평균가구소득","200만원 미만","구입 변화",평균 (점),죽/스프류,2.95,2.55,2.67
"월평균가구소득","200만원 미만","구입 변화",평균 (점),만두/피자류,3.12,2.93,3.02
"월평균가구소득","200만원 미만","구입 변화",평균 (점),육류,2.88,2.62,2.64
"월평균가구소득","200만원 미만","구입 변화",평균 (점),수산물,3.01,2.64,2.72
"월평균가구소득","200만원 미만","구입 변화",평균 (점),소스/양념류,2.95,2.69,2.74
"월평균가구소득","200만원 미만","구입 변화",평균 (점),즉석 떡볶이/면류,2.93,2.84,2.78
"월평균가구소득","200~400만원 미만","구입 경험 (%)",구입 없음,즉석 밥류,13.5,18.1,14.1
"월평균가구소득","200~400만원 미만","구입 경험 (%)",구입 없음,즉석 국류/찌개/탕류,14.2,21.8,14.7
"월평균가구소득","200~400만원 미만","구입 경험 (%)",구입 없음,죽/스프류,31.1,40.1,34.4
"월평균가구소득","200~400만원 미만","구입 경험 (%)",구입 없음,만두/피자류,7.4,14.7,8.5
"월평균가구소득","200~400만원 미만","구입 경험 (%)",구입 없음,육류,22.2,36.0,27.1
"월평균가구소득","200~400만원 미만","구입 경험 (%)",구입 없음,수산물,32.7,37.8,33.4
"월평균가구소득","200~400만원 미만","구입 경험 (%)",구입 없음,소스/양념류,11.4,22.9,15.7
"월평균가구소득","200~400만원 미만","구입 경험 (%)",구입 없음,즉석 떡볶이/면류,16.9,22.7,19.3
"월평균가구소득","200~400만원 미만","구입 경험 (%)",구입 있음,즉석 밥류,86.5,81.9,85.9
"월평균가구소득","200~400만원 미만","구입 경험 (%)",구입 있음,즉석 국류/찌개/탕류,85.8,78.2,85.3
"월평균가구소득","200~400만원 미만","구입 경험 (%)",구입 있음,죽/스프류,68.9,59.9,65.6
"월평균가구소득","200~400만원 미만","구입 경험 (%)",구입 있음,만두/피자류,92.6,85.3,91.5
"월평균가구소득","200~400만원 미만","구입 경험 (%)",구입 있음,육류,77.8,64.0,72.9
"월평균가구소득","200~400만원 미만","구입 경험 (%)",구입 있음,수산물,67.3,62.2,66.6
"월평균가구소득","200~400만원 미만","구입 경험 (%)",구입 있음,소스/양념류,88.6,77.1,84.3
"월평균가구소득","200~400만원 미만","구입 경험 (%)",구입 있음,즉석 떡볶이/면류,83.1,77.3,80.7
"월평균가구소득","200~400만원 미만","구입 변화",매우 감소 (%),즉석 밥류,3.2,4.7,5.4
"월평균가구소득","200~400만원 미만","구입 변화",매우 감소 (%),즉석 국류/찌개/탕류,3.3,7.3,4.7
"월평균가구소득","200~400만원 미만","구입 변화",매우 감소 (%),죽/스프류,12.2,16.5,9.4
"월평균가구소득","200~400만원 미만","구입 변화",매우 감소 (%),만두/피자류,3.2,5.4,4.0
"월평균가구소득","200~400만원 미만","구입 변화",매우 감소 (%),육류,9.0,11.2,8.6
"월평균가구소득","200~400만원 미만","구입 변화",매우 감소 (%),수산물,10.5,13.7,9.4
"월평균가구소득","200~400만원 미만","구입 변화",매우 감소 (%),소스/양념류,8.1,9.8,7.6
"월평균가구소득","200~400만원 미만","구입 변화",매우 감소 (%),즉석 떡볶이/면류,7.9,5.9,5.4
"월평균가구소득","200~400만원 미만","구입 변화",약간 감소 (%),즉석 밥류,7.8,13.9,10.9
"월평균가구소득","200~400만원 미만","구입 변화",약간 감소 (%),즉석 국류/찌개/탕류,12.7,23.6,17.5
"월평균가구소득","200~400만원 미만","구입 변화",약간 감소 (%),죽/스프류,20.1,35.0,27.2
"월평균가구소득","200~400만원 미만","구입 변화",약간 감소 (%),만두/피자류,12.9,16.4,14.2
"월평균가구소득","200~400만원 미만","구입 변화",약간 감소 (%),육류,18.3,25.7,20.9
"월평균가구소득","200~400만원 미만","구입 변화",약간 감소 (%),수산물,26.0,27.6,19.9
"월평균가구소득","200~400만원 미만","구입 변화",약간 감소 (%),소스/양념류,19.0,27.3,16.9
"월평균가구소득","200~400만원 미만","구입 변화",약간 감소 (%),즉석 떡볶이/면류,16.1,16.9,19.8
"월평균가구소득","200~400만원 미만","구입 변화",비슷 (%),즉석 밥류,57.9,61.3,63.3
"월평균가구소득","200~400만원 미만","구입 변화",비슷 (%),즉석 국류/찌개/탕류,52.4,48.0,45.1
"월평균가구소득","200~400만원 미만","구입 변화",비슷 (%),죽/스프류,55.7,39.9,55.4
"월평균가구소득","200~400만원 미만","구입 변화",비슷 (%),만두/피자류,51.5,55.1,55.5
"월평균가구소득","200~400만원 미만","구입 변화",비슷 (%),육류,52.9,51.1,55.5
"월평균가구소득","200~400만원 미만","구입 변화",비슷 (%),수산물,51.9,44.5,55.7
"월평균가구소득","200~400만원 미만","구입 변화",비슷 (%),소스/양념류,55.6,49.7,62.7
"월평균가구소득","200~400만원 미만","구입 변화",비슷 (%),즉석 떡볶이/면류,56.4,59.8,57.6
"월평균가구소득","200~400만원 미만","구입 변화",약간 증가 (%),즉석 밥류,29.4,19.6,18.0
"월평균가구소득","200~400만원 미만","구입 변화",약간 증가 (%),즉석 국류/찌개/탕류,30.1,20.7,29.0
